Name;SMILES
1,2,4-trimethylnaphthalene;CC1=CC(C)=C(C)C2=C1C=CC=C2
1,2,5-trimethylnaphthalene;CC1=CC=CC2=C1C=CC(C)=C2C
1,6,7-trimethylnaphthalene;CC1=CC=CC2=CC(C)=C(C)C=C12
1,2,7-trimethylnaphthalene;CC1=CC2=C(C=C1)C=CC(C)=C2C
1,2,8-trimethylnaphthalene;CC1=CC=CC2=C1C(C)=C(C)C=C2
1,3,5-trimethylnaphthalene;CC1=CC2=C(C=CC=C2C)C(C)=C1
1,3,6-trimethylnaphthalene;CC1=CC2=C(C=C1)C(C)=CC(C)=C2
1,3,8-trimethylnaphthalene;CC1=CC2=C(C(C)=CC=C2)C(C)=C1
1,4,5-trimethylnaphthalene;CC1=CC=CC2=C(C)C=CC(C)=C12
1,3,7-trimethylnaphthalene;CC1=CC2=C(C=C(C)C=C2)C(C)=C1
1-butylnaphthalene;CCCCC1=C2C=CC=CC2=CC=C1
2-butylnaphthalene;CCCCC1=CC2=C(C=CC=C2)C=C1
1,7-diethylnaphthalene;CCC1=CC2=C(C=CC=C2CC)C=C1
2,3-diethylnaphthalene;CCC1=C(CC)C=C2C=CC=CC2=C1
1,4-diethylnaphthalene;CCC1=C2C=CC=CC2=C(CC)C=C1
1,2-diethylnaphthalene;CCC1=C(CC)C2=C(C=CC=C2)C=C1
1,6-diethylnaphthalene;CCC1=CC2=C(C=C1)C(CC)=CC=C2
4,6-dimethyl-1-ethylnaphthalene;CCC1=C2C=CC(C)=CC2=C(C)C=C1
2,4-dimethyl-1-ethylnaphthalene;CCC1=C2C=CC=CC2=C(C)C=C1C
2,5-dimethyl-3-ethylnaphthalene;CCC1=C(C)C=C2C=CC=C(C)C2=C1
1,2-dimethyl-4-ethylnaphthalene;CCC1=C2C=CC=CC2=C(C)C(C)=C1
1,3-dimethyl-5-ethylnaphthalene;CCC1=C2C=C(C)C=C(C)C2=CC=C1
1,4-dimethyl-5-ethylnaphthalene;CCC1=C2C(C)=CC=C(C)C2=CC=C1
1,3-dimethyl-6-ethylnaphthalene;CCC1=CC2=C(C=C1)C(C)=CC(C)=C2
1,4-dimethyl-6-ethylnaphthalene;CCC1=CC2=C(C=C1)C(C)=CC=C2C
1,2-dimethyl-7-ethylnaphthalene;CCC1=CC2=C(C=C1)C=CC(C)=C2C
2-isobutylnaphthalene;CC(C)CC1=CC2=C(C=CC=C2)C=C1
1-isobutylnaphthalene;CC(C)CC1=C2C=CC=CC2=CC=C1
2-methyl-1-isopropylnaphthalene;CC1=CC=C2C=CC=CC2=C1C(C)C
2-methyl-1-propylnaphthalene;CCCC1=C2C=CC=CC2=CC=C1C
3-methyl-2-isopropylnaphthalene;CC1=C(C(C)C)C=C2C=CC=CC2=C1
3-methyl-2-propylnaphthalene;CCCC1=C(C)C=C2C=CC=CC2=C1
1-methyl-2-propylnaphthalene;CCCC1=C(C)C2=C(C=CC=C2)C=C1
1-methyl-3-isopropylnaphthalene;CC1=CC(C(C)C)=CC2=C1C=CC=C2
1-methyl-4-isopropylnaphthalene;CC1=C2C=CC=CC2=C(C(C)C)C=C1
1-methyl-6-isopropylnaphthalene;CC1=CC=CC2=C1C=CC(C(C)C)=C2
1-methyl-7-isopropylnaphthalene;CC1=CC=CC2=C1C=C(C(C)C)C=C2
2-methyl-8-isopropylnaphthalene;CC1=CC2=C(C(C)C)C=CC=C2C=C1
2-sec-butylnaphthalene;CCC(C)C1=CC2=C(C=CC=C2)C=C1
1-sec-butylnaphthalene;CCC(C)C1=C2C=CC=CC2=CC=C1
2-tert-butylnaphthalene;CC(C)(C)C1=CC2=C(C=CC=C2)C=C1
1-tert-butylnaphthalene;CC(C)(C)C1=C2C=CC=CC2=CC=C1
1,3,5,8-tetramethylnaphthalene;CC1=CC2=C(C(C)=CC=C2C)C(C)=C1
1,2,4,6-tetramethylnaphthalene;CC1=CC2=C(C=C1)C(C)=C(C)C=C2C
1,2,3,6-tetramethylnaphthalene;CC1=CC2=CC(C)=C(C)C(C)=C2C=C1
1,4,5,8-tetramethylnaphthalene;CC1=CC=C(C)C2=C(C)C=CC(C)=C12
1,2,3,4-tetramethylnaphthalene;CC1=C(C)C2=C(C=CC=C2)C(C)=C1C
1,2,5,8-tetramethylnaphthalene;CC1=CC=C(C)C2=C1C=CC(C)=C2C
1,2,4,7-tetramethylnaphthalene;CC1=CC2=C(C=C1)C(C)=CC(C)=C2C
1,2,5,6-tetramethylnaphthalene;CC1=C(C)C2=C(C=C1)C(C)=C(C)C=C2
1,4,6,7-tetramethylnaphthalene;CC1=CC2=C(C)C=CC(C)=C2C=C1C
1,2,6,8-tetramethylnaphthalene;CC1=CC2=CC=C(C)C(C)=C2C(C)=C1
1,2,4,8-tetramethylnaphthalene;CC1=CC(C)=C(C)C2=C1C=CC=C2C
1,3,6,7-tetramethylnaphthalene;CC1=CC2=C(C=C(C)C(C)=C2)C(C)=C1
2,3,6,7-tetramethylnaphthalene;CC1=CC2=CC(C)=C(C)C=C2C=C1C
2-pentylnaphthalene;CCCCCC1=CC2=C(C=CC=C2)C=C1
1-pentylnaphthalene;CCCCCC1=C2C=CC=CC2=CC=C1
